target,뜻,기존레벨,제안레벨,zipf,조회형,변경
정밀,(주로 일부 명사 앞에 쓰여) 아주 정교하고 치밀하여 빈틈이 없고 자세함,1,1,4.05,정밀,
탐지,드러나지 않은 사실이나 물건 따위를 더듬어 찾아 알아냄,1,1,4.05,탐지,
개조,고쳐 만들거나 바꿈,1,1,4.05,개조,
억울하다,아무 잘못 없이 꾸중을 듣거나 벌을 받아 분하고 답답하다,1,1,4.05,억울하다,
대항,굽히거나 지지 않으려고 맞서서 버티거나 항거함. ‘맞서 싸움’으로 순화,1,1,4.04,대항,
훼손,헐거나 깨뜨려 못 쓰게 만듦,1,1,4.04,훼손,
철회,이미 제출하였던 것이나 주장하였던 것을 다시 회수하거나 번복함.,1,1,4.03,철회,
처지,처하여 있는 사정이나 형편,1,1,4.03,처지,
창의,새로운 의견을 생각하여 냄. 또는 그 의견,1,1,4.02,창의,
수습,학업이나 실무 따위를 배워 익힘. 또는 그런 일,1,1,4.02,수습,
취지,어떤 일의 근본이 되는 목적이나 긴요한 뜻.,1,1,4.02,취지,
좌절,마음이나 기운이 꺾임. 또는 어떠한 계획이나 일이 도중에 실패로 돌아감,1,1,4.02,좌절,
유대,끈끈하게 결속되어 서로 밀접하게 연결되어 있음,1,1,4.01,유대,
관념,어떤 일에 대한 견해나 생각,1,1,4.01,관념,
출현,나타나거나 또는 나타나서 보임,1,1,4.01,출현,
유포,세상에 널리 퍼짐. 또는 세상에 널리 퍼뜨림,1,1,4.01,유포,
양보,자리나 물건 따위를 사양하여 남에게 내어 줌,1,1,4.01,양보,
성취,목적한 바를 이룸,1,1,4.00,성취,
확립,"견해, 조직 따위가 굳게 섬. 또는 그렇게 함",1,1,4.00,확립,
공익,사회 전체의 이익,1,1,4.00,공익,
격리,다른 것과 통하지 못하게 사이를 막거나 떼어 놓음,1,1,4.00,격리,
지체,때를 늦추거나 질질 끎,1,1,4.00,지체,
공통점,여럿 사이에 두루 통하는 점,1,1,4.00,공통점,
동경,어떤 것을 간절히 그리워하여 그것만을 생각함,2,2,3.99,동경,
선행,어떤 것보다 앞서가거나 앞에 있음,2,2,3.98,선행,
치열한,기세나 세력이 매우 강함,2,2,3.98,치열한,
인수합병,기업을 사들이거나 다른 기업과 하나로 합치는 일,2,2,3.97,인수합병,
편입,어떤 조직이나 체계의 안으로 들어가거나 들어오게 함,2,2,3.97,편입,
편입,조직이나 체계의 일부로 들어감,2,2,3.97,편입,
포괄적,어떤 대상이나 현상을 넓은 범위 안에 묶어 아우르는 것,2,2,3.97,포괄적,
시급성,시각을 다툴 만큼 절박하고 급한 상태의 성질,2,2,3.97,시급성,
우상화,특별하지 않은 대상을 신비하고 절대적인 존재로 격상시켜 숭배함,2,2,3.95,우상,
입체적,한쪽 면만이 아닌 여러 방면과 깊이를 지닌 것,2,2,3.95,입체적,
할당,각자의 몫을 갈라 나눔,2,2,3.95,할당,
죄책감,저지른 잘못에 대하여 책임을 느끼는 마음,2,2,3.95,죄책감,
본선,예선을 거친 뒤에 치르는 중요한 경기나 시합,2,2,3.94,본선,
부재,그 자리에 마땅히 있어야 할 소중한 존재나 가치가 빠져서 비어 있음,2,2,3.94,부재,
행보,어떤 목적을 이루기 위해 취하는 태도나 방향,2,2,3.93,행보,
호평,좋은 평가나 칭찬.,2,2,3.93,호평,
맞춤화,개인의 요구에 맞게 조정된 상태.,2,2,3.92,맞춤화,
수렴,여럿으로 나뉜 의견이나 사상을 하나로 모음,2,2,3.92,수렴,
암시,뜻을 직접 드러내지 않고 넌지시 알려 줌,2,2,3.92,암시,
양상,사물이나 현상이 띠고 있는 모양이나 상태,2,2,3.92,양상,
고정관념,마음속에 깊이 박혀 잘 변하지 않는 굳어버린 생각,2,2,3.91,고정관념,
역학,사물이나 현상 사이에서 작용하는 힘의 관계,2,2,3.91,역학,
지장,일이 진행되는 데 거치적거려 방해가 되는 것.,2,2,3.91,지장,
추상화,생생한 개별 사실들로부터 일반적이고 관념적인 개념을 뽑아내어 표현함,2,2,3.91,추상,
가설,"전깃줄, 전화선, 다리 등의 시설을 설치함",2,2,3.90,가설,
범주,동일한 성질을 가진 부류나 범위,2,2,3.89,범주,
제압,상대편을 눌러서 꼼짝 못 하게 함,2,2,3.89,제압,
타당성,사물의 이치에 맞아 올바른 성질,2,2,3.89,타당성,
극대화,아주 커짐. 또는 아주 크게 함,2,2,3.89,극대화,
타당하다,[형용사] 일의 이치로 보아 옳다,2,2,3.89,타당하다,
원망,못마땅하게 여기어 탓하거나 불평을 품고 미워함,2,2,3.89,원망,
무관중,경기를 관람하는 관중이 없음,2,2,3.88,무관중,
응시,시험이나 검사 따위를 치름,2,2,3.88,응시,
감안,여러 사정을 참고하여 생각함.,2,2,3.87,감안,
원로,어떤 분야에서 오랫동안 활동하여 공로가 많고 덕망이 높은 사람,2,2,3.87,원로,
비로소,어느 한 시점을 기준으로 그 전까지 이루어지지 아니하였던 사건이나 사태가 이루어지거나,2,2,3.87,비로소,
탁월성,남보다 두드러지게 뛰어난 성질,2,2,3.87,탁월성,
단절,관계나 유대가 완전히 끊어져 막힘,2,2,3.86,단절,
숭배,대상의 높은 가치나 신성함을 우러러 마지않으며 지극히 공경함,2,2,3.86,숭배,
등판,야구에서 투수가 마운드에 올라가 경기에 나섬.,2,2,3.85,등판,
민심,일반 백성이나 국민의 마음,2,2,3.85,민심,
규범,사회의 구성원으로서 마땅히 따르고 지켜야 할 원칙이나 규칙,2,2,3.84,규범,
고독,세상에 홀로 떨어져 있는 듯한 외롭고 쓸쓸한 마음의 상태,2,2,3.83,고독,
기성세대,현재 사회를 이끌어 가는 나이가 든 세대,2,2,3.83,기성세대,
공로,공을 들여 이룬 노고나 업적.,2,2,3.82,공로,
공존,서로 다른 성질이나 존재들이 한 공간이나 시대에 함께 존재함,2,2,3.82,공존,
상용화,어떤 기술이나 제품을 일상적으로 널리 쓰이게 함,2,2,3.82,상용화,
악의적,나쁜 마음을 품고 하는,2,2,3.82,악의적,
경이,놀랍고 신기하게 여김. 또는 놀랍고 신기한 일,2,2,3.82,경이,
모방,"다른 존재나 사물의 행동, 형태 등을 본떠 따름",2,2,3.81,모방,
첨가,어떤 것에 다른 것을 더하여 보탬,2,2,3.81,첨가,
자부심,자기 자신이나 자기와 관련된 것의 가치나 능력을 믿고 당당히 여기는 마음,2,2,3.81,자부심,
수반,어떤 일과 더불어 생김,2,2,3.80,수반,
박탈감,마땅히 누려야 할 것을 빼앗긴 듯한 느낌,2,2,3.80,박탈,
계통,일정한 원리에 의해 서로 연결되어 있는 짜임이나 조직,2,2,3.79,계통,
원시,시작하는 처음,2,2,3.79,원시,
자각,자기 자신의 상태나 가치를 스스로가 깊이 느껴서 깨달음,2,2,3.79,자각,
동요,생각이나 처지가 확고하지 못하고 흔들림,2,2,3.79,동요,
공모전,작품이나 아이디어를 공개적으로 모집하여 심사하는 대회,2,2,3.77,공모전,
각인,머릿속이나 마음에 깊이 새겨져 지워지지 않음,2,2,3.76,각인,
관습적,관습에 따른. 또는 그런 것,2,2,3.76,관습적,
공허,아무것도 없이 텅 빔. 또는 실속이 없이 헛됨,2,2,3.75,공허,
등재,장부나 명부에 이름을 올림,2,2,3.74,등재,
매개,둘 사이에서 관계를 맺어 줌,2,2,3.74,매개,
추이,시간이 지나면서 일이나 상황이 변해가는 모습,2,2,3.73,추이,
돌출되다,예기치 못하게 갑자기 쑥 나오거나 불거지다,2,2,3.73,돌출되다,
불가피하다,피할 수 없다,2,2,3.73,불가피하다,
여운,어떤 일이 끝난 뒤에도 가시지 않고 남아 있는 느낌이나 정취,2,2,3.73,여운,
모호하다,말이나 태도가 흐리터분하여 분명하지 않다,2,2,3.72,모호하다,
우월감,남보다 낫다고 여기는 생각이나 느낌,2,2,3.72,우월,
소외감,남에게 따돌림을 당하여 멀어진 듯한 느낌,2,2,3.72,소외,
겨냥,어떤 대상을 목표로 삼음,2,2,3.71,겨냥,
산출,"물건을 생산하거나 인물, 사상, 결과 등을 냄",2,2,3.71,산출,
모색,일이나 사건을 해결하기 위해 여러 가지 방법을 찾는 일.,2,2,3.70,모색,
도피,어떤 곳에서 몰래 빠져나와 숨음,2,2,3.69,도피,
황홀,어떤 사물에 마음이나 시선이 혹하여 달뜸. 또는 눈이 부시어 어릿어릿할 정도로 찬란하거나 화려함,2,2,3.69,황홀,
잠정,당분간 정함,2,2,3.68,잠정,
찬사,숭고한 인물이나 업적에 대해 아낌없이 보내는 지극한 칭찬의 말,2,2,3.68,찬사,
출자,기업의 자본금을 늘리기 위하여 돈을 내어놓음,2,2,3.68,출자,
통산,전체 횟수를 합침,2,2,3.68,통산,
경멸,깔보아 업신여김,2,2,3.68,경멸,
도래,어떤 시기나 기회가 닥쳐옴,2,2,3.67,도래,
승소,소송에서 이김,2,2,3.67,승소,
항소,하급 법원의 판결에 불복하여 상급 법원에 다시 재판을 청구하는 일,2,2,3.67,항소,
노골적,숨김없이 모두를 있는 그대로 드러내는. 또는 그런 것,2,2,3.67,노골적,
갈망,간절히 바람,2,2,3.66,갈망,
민생,국민의 생활,2,2,3.65,민생,
조율,서로 다른 입장이나 생각들을 알맞게 맞추어 조화롭게 만듦,2,2,3.65,조율,
선도,앞장서서 이끌어 나감,2,2,3.64,선도,
파열,굳건해 보이던 관계나 사회적 질서가 충돌에 의해 찢어지고 해체됨,2,2,3.64,파열,
즉흥적,그 자리에서 일어나는 감흥이나 기분에 따라 하는. 또는 그런 것,2,2,3.64,즉흥적,
무안하다,수줍거나 창피하여 볼 낯이 없다,2,2,3.63,무안하다,
실정,실제적인 사정이나 형편.,2,2,3.62,실정,
빈번하다,번거로울 정도로 도수(度數)가 잦다,2,2,3.62,빈번하다,
도출,생각이나 결론을 이끌어 냄,2,2,3.61,도출,
상환,빌린 돈을 갚음,2,2,3.61,상환,
허무,사물이나 존재의 가치를 찾지 못하여 마음속이 텅 비고 덧없음,2,2,3.61,허무,
고귀하다,훌륭하고 귀중하다,2,2,3.61,고귀하다,
열망,열렬하게 바람,2,2,3.61,열망,
소견,어떤 일에 대한 자기의 생각이나 견해,2,2,3.60,소견,
인위,자연 그대로가 아닌 사람의 힘으로 억지로 꾸며 행함,2,2,3.60,인위,
치밀하다,자세하고 꼼꼼하다,2,2,3.60,치밀하다,
관용,타인의 잘못이나 나와 다른 점을 너그럽게 받아들이고 용서함,2,2,3.59,관용,
촉발,어떤 일을 당해 감정이나 충동 등이 일어남,2,2,3.59,촉발,
위선,겉으로만 그럴듯하게 선한 체하며 속으로는 딴마음을 품음,2,2,3.58,위선,
일탈,사회적 규범이나 정해진 궤도에서 벗어남,2,2,3.58,일탈,
유희,목적을 달성하려는 긴장이나 압박에서 벗어나 즐겁고 자유롭게 노는 지적/예술적 행위,2,2,3.57,유희,
정진,힘써 나아감,2,2,3.57,정진,
초빙,예우를 갖추어 사람을 불러옴,2,2,3.57,초빙,
자책,자신의 결함이나 잘못에 대하여 스스로 깊이 뉘우치고 자신을 책망함,2,2,3.57,자책,
제고,수준이나 정도를 높임,2,2,3.56,제고,
투영,어떤 대상을 다른 사물에 반영하거나 비추어 나타나게 함,2,2,3.56,투영,
태연하다,마땅히 머뭇거리거나 두려워할 상황에서 태도나 기색이 아무렇지도 않은 듯이 예사롭다,2,2,3.56,태연하다,
강세,시세나 주가 따위가 오를 기세,2,2,3.55,강세,
연민,가엽게 여겨 슬퍼함,2,2,3.55,연민,
이면,겉으로 드러나지 않는 속사정이나 숨겨진 부분,2,2,3.55,이면,
경악,소스라치게 깜짝 놀람,2,2,3.55,경악,
친정,본래 몸담았던 곳을 비유적으로 이르는 말,2,2,3.54,친정,
인지도,어떤 사람이나 물건을 알아보는 정도,2,2,3.54,인지도,
망각,한 번 기억하거나 경험했던 것을 시간이 지남에 따라 뇌 속에서 잃어버려 잊음,2,2,3.52,망각,
실효성,실제로 목적한 효과를 나타내는 성질,2,2,3.52,실효,
자의적,일정한 질서를 무시하고 제멋대로 하는. 또는 그런 것,2,2,3.52,자의적,
점진적,조급하게 서두르지 않고 차례를 따라 조금씩 나아가는 것,2,2,3.51,점진적,
환희,매우 기뻐함. 또는 큰 기쁨,2,2,3.51,환희,
다원성,사물이나 현상이 여러 가지 다양한 근원이나 형태를 지니고 있는 성질,2,2,3.50,다원성,
자리매김,사회나 사람들의 인식 따위에 어느 정도의 고정된 위치를 차지함. 또는 그런 일,2,2,3.50,자리매김,
다원적,사물을 형성하는 근원이 많은. 또는 그런 것,2,2,3.50,다원적,
발화,불이 일어나거나 불이 붙음.,2,2,3.49,발화,
예견,앞으로 일어날 일을 미리 짐작함,2,2,3.49,예견,
진부하다,"사상, 표현, 행동 따위가 낡아서 새롭지 못하다",2,2,3.49,진부하다,
성찰,자기의 마음이나 행동을 깊이 되돌아봄,2,2,3.48,성찰,
지양,더 높은 단계로 나아가기 위하여 어떤 행동이나 태도를 하지 않음,2,2,3.48,지양,
속박,"몸이나 마음, 혹은 자유를 마음대로 행동할 수 없도록 강하게 얽매어 둠",2,2,3.47,속박,
애틋하다,섭섭하고 안타까워 애가 타는 듯하다,2,2,3.47,애틋하다,
커밍아웃,자신의 성적 지향이나 성별 정체성을 공개적으로 드러내는 일,2,2,3.46,커밍아웃,
가급적,"(주로 ‘가급적이면’, ‘가급적으로’ 꼴로 쓰여) 할 수 있는 것. 또는 형편이 닿는 것",2,2,3.46,가급적,
참신하다,새롭고 산뜻하다,2,2,3.46,참신하다,
명료하다,뚜렷하고 분명하다,2,2,3.45,명료하다,
불명료하다,분명하지 않거나 똑똑하지 않다,2,2,3.45,불명료하다,
결집,흩어져 있던 힘이나 뜻을 한데 모음,2,2,3.43,결집,
유추,비슷한 성질을 가진 것을 통해 다른 사물이나 현상을 미루어 짐작함,2,2,3.43,유추,
평형,사물이 한쪽으로 기울지 않고 안정해 있음,2,2,3.43,평형,
매료,사람의 마음을 완전히 사로잡아 홀리게 함,2,2,3.43,매료,
치환,어떤 대상을 다른 성질이나 존재로 바꾸어 놓음,2,2,3.42,치환,
불복,"남의 명령이나 결정, 의견 따위를 따르지 아니함.",2,2,3.41,불복,
이질성,서로 바탕이 다른 성질이나 특성,2,2,3.41,이질,
원초적,일이나 사물이 시작되는 가장 첫머리에 해당하는 본질적인 것,2,2,3.40,원초적,
컨소시엄,공동의 목적을 위해 여러 개인이나 기업이 결성한 연합체,2,2,3.40,컨소시엄,
벅차다,"감격, 기쁨, 희망 따위가 넘칠 듯이 가득하다",2,2,3.40,벅차다,
가식,외면을 그럴듯하게 꾸민 거짓된 태도나 행동,2,2,3.39,가식,
부조화,서로 조화를 이루지 못하고 어색하게 어긋남,2,2,3.39,부조화,
경합,서로 맞서 겨룸,2,2,3.38,경합,
치중,어느 한쪽으로 무게가 쏠림,2,2,3.38,치중,
편차,수치나 상태 등이 일정한 기준에서 벗어난 정도나 크기,2,2,3.38,편차,
엄연히,사람의 겉모양이나 언행이 의젓하고 점잖게,2,2,3.38,엄연히,
수치심,스스로 떳떳하지 못하여 느끼는 부끄러운 마음,2,2,3.38,수치심,
섬뜩하다,갑자기 소름이 끼치도록 무섭고 끔찍하다,2,2,3.38,섬뜩하다,
담담하다,차분하고 평온하다,2,2,3.38,담담하다,
개연성,어떤 일이 실제로 일어날 수 있는 가능성이나 유력한 정도,2,2,3.37,개연성,
진위,참과 거짓,2,2,3.36,진위,
파급,어떤 일의 영향이 차차 다른 데로 퍼져 미침,2,2,3.36,파급,
미흡하다,아직 흡족하지 못하거나 만족스럽지 아니하다,2,2,3.36,미흡하다,
도태,여럿 중에서 쓸모없거나 부적당한 것을 줄이거나 가려내어 없앰,2,2,3.35,도태,
대주주,주식을 많이 가지고 있는 주주,2,2,3.34,대주주,
변인,성질이나 모습이 달라지는 원인이나 조건,2,2,3.34,변인,
배타적,남을 배척하는. 또는 그런 것,2,2,3.34,배타적,
관성,해 오던 방식을 바꾸지 않고 그대로 이어 나가려는 태도나 성질,2,2,3.32,관성,
맹목적,주관이나 원칙이 없이 덮어놓고 행동하는. 또는 그런 것,2,2,3.32,맹목적,
난해하다,뜻을 이해하기 어렵다,2,2,3.32,난해하다,
냉소,쌀쌀한 태도로 업신여기어 비웃음. 또는 그런 웃음,2,2,3.32,냉소,
심란하다,마음이 어수선하다,2,2,3.32,심란하다,
참담하다,몹시 슬프고 괴롭다. 또는 끔찍하고 절망적이다,2,2,3.31,참담하다,
안일,편안함만을 추구하여 당면한 문제에 긴장 없이 흐리멍덩하게 대처함,2,2,3.30,안일,
열등감,자기를 남보다 못하거나 무가치한 사람으로 낮추어 평가하는 감정,2,2,3.30,열등감,
동질성,성질이나 본질이 서로 같아 통하는 상태,2,2,3.28,동질성,
평년,보통의 해 또는 예년의 기상 상태를 기준으로 한 평균적인 해,2,2,3.27,평년,
분개,몹시 분하게 여김. 또는 그런 마음,2,2,3.27,분개,
통쾌하다,아주 즐겁고 시원하여 유쾌하다,2,2,3.27,통쾌하다,
심취,어떤 일이나 사람에 깊이 빠져 마음을 빼앗김,2,2,3.26,심취,
공감대,서로의 생각이나 감정에 깊이 공감하고 공유하는 영역,2,2,3.25,공감대,
의구심,의심스러운 마음,2,2,3.25,의구심,
생소하다,【…이】 어떤 대상이 친숙하지 못하고 낯이 설다,2,2,3.25,생소하다,
뭉클하다,슬픔이나 감동 따위가 갑자기 가슴에 꽉 차 넘치는 듯하다,2,2,3.25,뭉클하다,
법리,법의 원리나 이치,2,2,3.24,법리,
전율,몹시 두렵거나 큰 감동을 느끼거나 하여 몸이 벌벌 떨림,2,2,3.24,전율,
착실하다,사람이 허튼 데가 없이 찬찬하며 실하다,2,2,3.23,착실하다,
선망,부러워하여 바람,2,2,3.23,선망,
유의미,가치나 의미가 있음,2,2,3.22,유의미,
무실점,야구에서 상대 팀에게 점수를 주지 아니함,2,2,3.20,무실점,
비탄,몹시 슬퍼하면서 탄식함. 또는 그 탄식,2,2,3.19,비탄,
환멸,꿈이나 기대나 환상이 깨어짐. 또는 그때 느끼는 괴롭고도 속절없는 마음,2,2,3.19,환멸,
과도기,새로운 상태로 옮아가는 도중의 시기,2,2,3.16,과도기,
변주,하나의 기본 주제를 바탕으로 리듬이나 가락 등을 다채롭게 변화시킴,2,2,3.16,변주,
사령탑,군대에서 작전을 지휘하는 우두머리나 스포츠 팀의 감독을 비유적으로 이르는 말,2,2,3.16,사령탑,
원론적,어떤 것의 본질이나 바탕이 되는 것,2,2,3.16,원론적,
미진하다,아직 다하지 못하다,2,2,3.16,미진하다,
낙담,바라던 일이 뜻대로 되지 않아 마음이 몹시 상함,2,2,3.16,낙담,
편익,편리하고 유익함,2,2,3.15,편익,
희열,기쁨과 즐거움. 또는 기뻐하고 즐거워함,2,2,3.15,희열,
상충,서로 맞지 아니하고 어긋남,2,2,3.14,상충,
포효,짐승이 크게 울부짖음 또는 기세 좋게 크게 외침,2,2,3.13,포효,
애석하다,슬프고 아깝다,2,2,3.13,애석하다,
냉담하다,태도나 마음씨가 동정심 없이 차갑다,2,2,3.13,냉담하다,
허탈,몸에 기운이 빠지고 정신이 멍함. 또는 그런 상태,2,2,3.12,허탈,
생태계,어떤 분야에서 서로 밀접한 관계를 맺고 있는 구성 요소들의 집합,2,2,3.10,생태계,
침울하다,걱정이나 근심에 잠겨서 마음이 우울하다,2,2,3.10,침울하다,
분란,말썽이나 소란이 일어남,2,2,3.09,분란,
체념,뜻대로 되지 않는 상황을 순순히 받아들이고 바람이나 기대를 내려놓음,2,2,3.09,체념,
유려하다,"글이나 말, 곡선 따위가 거침없이 미끈하고 아름답다",2,2,3.08,유려하다,
장황하다,매우 길고 번거롭다,2,2,3.07,장황하다,
조바심,조마조마하여 마음을 졸임. 또는 그렇게 졸이는 마음,2,2,3.07,조바심,
비애,슬프고 가슴 아픈 감정,2,2,3.06,비애,
시름,마음에 걸려 풀리지 않고 항상 남아 있는 근심과 걱정,2,2,3.06,시름,
호투,야구에서 투수가 공을 잘 던짐.,2,2,3.05,호투,
울적하다,마음이 답답하고 쓸쓸하다,2,2,3.04,울적하다,
격분,몹시 분하고 노여운 감정이 북받쳐 오름,2,2,3.03,격분,
유상증자,기업이 주식을 새로 발행하여 기존 주주나 일반인에게 돈을 받고 파는 일,2,2,3.02,유상증자,
존립,스스로 서서 유지되거나 생존해 나감,2,2,3.02,존립,
생동성,살아 움직이는 듯한 신선하고 활기찬 기운,2,2,3.01,생동성,
다각화,여러 방면이나 부문에 걸치도록 함,2,2,3.01,다각,
겸양,남을 존중하고 자기를 낮추어 사양하는 성품,3,3,0.00,겸양,
경영난,기업을 운영하는 데 겪는 경제적인 어려움,2,2,0.00,경영난,
공리성,실제적으로 유용하거나 큰 이익을 가져다주는 성질,3,3,0.00,공리성,
귀납적,구체적인 사례들로부터 일반적인 원리를 이끌어냄,3,3,0.00,귀납적,
근일점,행성이나 혜성이 태양을 도는 궤도상에서 태양과 가장 가까워지는 지점.,2,2,0.00,근일점,
금욕주의,도덕적/종교적 완성을 위해 육체적 욕망을 엄격하게 제한하려는 태도,3,3,0.00,금욕주의,
논거,주장이나 이론의 밑바탕이 되는 근거,3,3,0.00,논거,
당착,앞뒤가 맞지 않고 모순되어 서로 충돌함,3,3,0.00,당착,
동률,비율이나 점수가 같음,2,2,0.00,동률,
등가,가치나 등급이 서로 같음,2,2,0.00,등가,
매개자,서로 다른 존재들을 조화롭게 연결하고 관계 맺어 주는 존재,3,3,0.00,매개자,
명징성,흐리거나 어둡지 않고 지극히 깨끗하고 명백한 성질,3,3,0.00,명징성,
무반주,악기의 반주 없이 노래하거나 연주함,2,2,0.00,무반주,
물화,인간의 주체적 활동이나 관계가 물질적인 객체나 상품처럼 여겨지는 현상,2,2,0.00,물화,
반추,어떤 일을 여러 번 계속하여 생각함,3,3,0.00,반추,
방어기제,용납하기 어려운 고통이나 불안으로부터 스스로를 보호하려는 무의식적 기제,3,3,0.00,방어기제,
방증,어떤 사실에 대한 간접적이고 주변적인 증거,3,3,0.00,방증,
배타주의,자기 집단이나 신념 밖에 있는 것들을 밀어내고 거부하려는 옹졸한 태도,3,3,0.00,배타주의,
보강재,약한 부분을 튼튼하게 하기 위해 덧대는 재료,2,2,0.00,보강재,
부침,세력이 성하고 쇠함 또는 사물이 오르고 내림을 거듭함,3,3,0.00,부침,
분임조,어떤 목적을 달성하기 위하여 전체를 나누어 편성한 작은 모임,2,2,0.00,분임조,
비가역성,한 번 변화한 상태가 다시 원래의 상태로 되돌아갈 수 없는 성질,3,3,0.00,비가역성,
비확산,핵무기 따위가 널리 퍼지지 아니하게 함,2,2,0.00,비확산,
설욕,지난번의 패배를 씻고 승리함,2,2,0.00,설욕,
성장세,성장하는 기세나 경향,2,2,0.00,성장세,
수요량,필요로 하는 물건의 양,2,2,0.00,수요량,
습속,오랫동안 굳어져 내려온 생활 방식이나 행동 양식,1,1,0.00,습속,
시사점,어떤 것에 대해 미리 알아차릴 수 있도록 간접적으로 나타내거나 일러 주는 내용,2,2,0.00,시사점,
식견,사물의 겉모습만이 아니라 본질을 정밀하게 분별하여 판단할 수 있는 깊은 안목,3,3,0.00,식견,
양가성,동일한 대상에 대해 서로 반대되는 두 가지 감정이나 태도가 동시에 공존하는 상태,3,3,0.00,양가성,
역차별,어떤 집단을 우대하는 정책 때문에 오히려 다른 집단이 차별을 받게 되는 일.,2,2,0.00,역차별,
연역적,일반적 원리로부터 개별적인 사실을 이끌어 내는 것,3,3,0.00,연역적,
예속,남의 지배 아래 들어가 그의 처분이나 지배에 매여 따름,3,3,0.00,예속,
완투,야구에서 투수가 한 경기를 끝까지 책임지고 던짐.,2,2,0.00,완투,
외재적,사물이나 현상의 내부가 아닌 바깥에 존재하는 것,3,3,0.00,외재적,
이기심,자기 자신의 이익과 평안만을 생각하고 타인을 배려하지 않는 마음,1,1,0.00,이기심,
이성주의,이성과 논리적 사유를 지식과 진리의 유일한 근원으로 삼는 태도,3,3,0.00,이성주의,
이착륙,비행기가 공항에 내리고 다시 떠남,2,2,0.00,이착륙,
인과관계,원인과 결과가 서로 유기적으로 물려 작용하는 관계,2,2,0.00,인과관계,
인본주의,인간의 가치와 존엄성을 최고의 원칙으로 삼는 사상,3,3,0.00,인본주의,
임원진,조직이나 단체의 중요한 일을 맡아 처리하는 간부들의 집단,2,2,0.00,임원진,
자족,스스로 넉넉함을 느껴 마음의 안정을 얻음,2,2,0.00,자족,
적대자,적대적인 관계에 있는 사람,2,2,0.00,적대자,
전유,외부의 문물이나 사상을 온전히 자기 것으로 만들어 독차지함,3,3,0.00,전유,
정합성,어떤 논리적 체계나 진술들이 어긋남 없이 긴밀하고 통일되게 들어맞음,3,3,0.00,정합성,
조응,서로 떨어져 있으면서도 긴밀하게 조화를 이루며 들어맞음,3,3,0.00,조응,
주요국,중요한 위치를 차지하고 있는 나라,2,2,0.00,주요국,
중남부,중부 지방과 남부 지방을 아울러 이르는 말,2,2,0.00,중남부,
즉자적,스스로를 성찰하지 않고 본능이나 상황에 끌려가는 단순한 존재 상태,3,3,0.00,즉자적,
지엽적,본질적이지 않고 곁가지에 불과한 사소하고 부차적인 것,2,2,0.00,지엽적,
체화,"지식, 철학, 혹은 가치 등을 몸에 배어 온전히 자기 것으로 만듦",2,2,0.00,체화,
추격자,뒤를 쫓아가는 사람이나 집단,2,2,0.00,추격자,
측정치,측정하여 얻은 값.,2,2,0.00,측정치,
탐닉,어떤 쾌락적인 일이나 감정에 지나치게 빠져 헤어나오지 못하고 조종당함,3,3,0.00,탐닉,
통시적,사물이나 현상의 역사를 시간적 흐름에 따라 살펴보는 것,3,3,0.00,통시적,
편재,널리 퍼져 있음,3,3,0.00,편재,
편중,한쪽으로 쏠리거나 치우침,2,2,0.00,편중,
호혜성,서로 특별한 혜택이나 호의를 주고받는 성질,2,2,0.00,호혜성,
환담,정답게 주고받는 이야기,2,2,0.00,환담,
환류,결과가 다시 원인에 영향을 미쳐 변화를 일으키는 작용이나 과정,3,3,0.00,환류,
획일적,모두가 똑같아서 다름이 없음,2,2,0.00,획일적,
알짜,여럿 가운데 가장 중요하거나 훌륭한 물건,1,1,0.00,알짜,
선험적,경험에 앞서서 인식의 주관적 형식이 인간에게 있다고 주장하는. 또는 그런 것. 대상,3,3,0.00,선험적,
임대인,임대차 계약에 따라 돈을 받고 다른 사람에게 물건을 빌려준 사람. (반)임차인,2,2,0.00,임대인,
독선적,자기 혼자만이 옳다고 믿고 행동하는 성향을 가진. 또는 그런 것,2,2,0.00,독선적,
양적,세거나 잴 수 있는 분량이나 수량과 관계된. 또는 그런 것,1,1,0.00,양적,
논외,논의의 범위 밖,1,1,0.00,논외,
낱낱이,하나하나 빠짐없이 모두,2,2,0.00,낱낱이,
논변,사리의 옳고 그름을 밝히어 말함. 또는 그런 말이나 의견,1,1,0.00,논변,
단초,일이나 사건을 풀어 나갈 수 있는 첫머리,1,1,0.00,단초,
강경론,자기의 의견이나 입장을 절대로 타협하거나 굽히지 말아야 한다고 주장하는 논의,2,2,0.00,강경론,
본위,(흔히 명사 뒤에 쓰여) 판단이나 행동에서 중심이 되는 기준,1,1,0.00,본위,
압제,권력이나 폭력으로 남을 꼼짝 못하게 강제로 누름,1,1,0.00,압제,
긴밀히,서로의 관계가 매우 가까워 빈틈이 없이,2,2,0.00,긴밀히,
사익,개인의 이익,1,1,0.00,사익,
미감,아름다움에 대한 느낌. 또는 아름다운 느낌,1,1,0.00,미감,
합일,둘 이상이 합하여 하나가 됨. 또는 그렇게 만듦,1,1,0.00,합일,
뭇사람,많은 사람. 또는 여러 사람.,2,2,0.00,뭇사람,
인습,이전부터 전하여 내려오는 습관,1,1,0.00,인습,
유례없이,같거나 비슷한 예가 없이,2,2,0.00,유례없이,
현학적,학식이 있음을 자랑하는. 또는 그런 것,2,2,0.00,현학적,
