target,뜻,기존레벨,제안레벨,변경,zipf,토큰,판정근거,검토필요
편찬,여러 가지 자료를 모아 체계적으로 정리하여 책을 만듦.,1,2,1→2,3.53,편찬,zipf 3.53 — 보통,
편향,한쪽으로 치우침,1,2,1→2,3.65,편향,zipf 3.65 — 보통,
편협,한쪽으로 치우쳐 도량이 좁고 너그럽지 못함,1,2,1→2,3.15,편협,zipf 3.15 — 보통,
폄하,가치를 깎아내림,1,2,1→2,3.37,폄하,zipf 3.37 — 보통,
평등,권리나 의무 등이 차별 없이 고르고 한결같음,1,2,1→2,4.42,평등,zipf 4.42 — 보통,
폐단,어떤 일이나 행동에서 나타나는 옳지 못한 경향이나 해로운 현상.,1,2,1→2,3.01,폐단,zipf 3.01 — 보통,
폐해,폐단으로 생기는 해,1,2,1→2,3.27,폐해,zipf 3.27 — 보통,
포괄,일정한 대상이나 현상 따위를 어떤 범위나 한계 안에 모두 끌어 넣음,1,2,1→2,3.97,포괄,zipf 3.97 — 보통,
포상,칭찬하고 장려하여 상을 줌,1,2,1→2,3.56,포상,zipf 3.56 — 보통,
포섭,상대편을 자기편으로 감싸 끌어들임,1,2,1→2,3.20,포섭,zipf 3.20 — 보통,
포용,"남을 너그럽게 감싸 주거나 받아들임. ‘감쌈’, ‘덮어 줌’으로 순화",1,2,1→2,3.34,포용,zipf 3.34 — 보통,
표명,의사나 태도를 분명하게 드러냄. ‘밝힘’으로 순화,1,2,1→2,3.99,표명,zipf 3.99 — 보통,
표방,어떤 명목을 붙여 주의나 주장 또는 처지를 앞에 내세움,1,2,1→2,3.70,표방,zipf 3.70 — 보통,
표본,본보기로 삼을 만한 대표적인 것,1,2,1→2,3.97,표본,zipf 3.97 — 보통,
표상,감각적으로 지각된 외부 대상을 의식 속에 나타낸 상이나 생각,3,2,3→2,3.41,표상,zipf 3.41 — 보통,
표절,"시나 글, 노래 따위를 지을 때에 남의 작품의 일부를 몰래 따다 씀.",1,2,1→2,3.92,표절,zipf 3.92 — 보통,
표현,생각이나 느낌을 말이나 글로 나타냄,2,1,2→1,5.17,표현,zipf 5.17 — 익숙,
풍자,남의 결점을 다른 것에 빗대어 비웃으면서 폭로하고 공격함,1,2,1→2,3.64,풍자,zipf 3.64 — 보통,
풍조,시대에 따라 변하는 세태나 사상의 경향,1,2,1→2,3.09,풍조,zipf 3.09 — 보통,
필수,꼭 있어야 하거나 하지 않으면 안 됨.,2,1,2→1,4.51,필수,zipf 4.51 — 익숙,
필연,사물의 관련이나 일의 결과가 반드시 그렇게 될 수밖에 없음,1,2,1→2,3.67,필연,zipf 3.67 — 보통,
필요,반드시 요구되는 바가 있음.,2,1,2→1,5.75,필요,zipf 5.75 — 익숙,
하중,"어떤 물체 따위의 무게. ‘무게’, ‘짐 무게’로 순화",1,2,1→2,3.55,하중,zipf 3.55 — 보통,
함양,능력이나 품성 따위를 길러 쌓거나 갖춤.,1,2,1→2,3.89,함양,zipf 3.89 — 보통,
함유,물질이 어떤 성분을 포함하고 있음,1,2,1→2,3.84,함유,zipf 3.84 — 보통,
함의,말이나 글 속에 어떠한 뜻이 들어 있음. 또는 그 뜻,1,2,1→2,3.14,함의,zipf 3.14 — 보통,
함축,겉으로 드러내지 아니하고 속에 간직함,3,2,3→2,3.25,함축,zipf 3.25 — 보통,
합치,의견이나 주장 따위가 서로 맞아 일치함,1,2,1→2,3.86,합치,zipf 3.86 — 보통,
항변,대항하여 변론함. 또는 그런 변론,1,2,1→2,3.22,항변,zipf 3.22 — 보통,
해명,까닭이나 내용을 풀어서 밝힘,1,2,1→2,4.18,해명,zipf 4.18 — 보통,
해소,어려운 일이나 문제가 되는 상태를 해결하여 없애 버림,1,2,1→2,4.11,해소,zipf 4.11 — 보통,
해이,긴장이나 규율 따위가 풀려 마음이 느슨함. ‘풀림’으로 순화,1,2,1→2,3.03,해이,zipf 3.03 — 보통,
해체,기존의 견고한 고정관념이나 구조를 허물어 뜨려 자유롭게 함,3,2,3→2,4.19,해체,zipf 4.19 — 보통,
핵심,사물의 가장 중심이 되는 부분,2,1,2→1,4.52,핵심,zipf 4.52 — 익숙,
향수,고향을 그리워하는 마음이나 시름,1,2,1→2,4.13,향수,zipf 4.13 — 보통,
향연,특별히 융숭하게 손님을 대접하는 잔치,1,2,1→2,3.23,향연,zipf 3.23 — 보통,
허구,사실에 없는 일을 사실처럼 꾸며 만듦,1,2,1→2,3.71,허구,zipf 3.71 — 보통,
허위,진실이 아닌 것을 진실인 것처럼 꾸민 것.,1,2,1→2,4.21,허위,zipf 4.21 — 보통,
현실,실제로 존재하는 사실이나 상태,2,1,2→1,5.02,현실,zipf 5.02 — 익숙,
현존,현재 살아 있음,1,2,1→2,3.74,현존,zipf 3.74 — 보통,
협동,서로 마음과 힘을 하나로 합함,1,2,1→2,3.81,협동,zipf 3.81 — 보통,
협약,협상에 의하여 조약을 맺음. 또는 그 조약,1,2,1→2,4.19,협약,zipf 4.19 — 보통,
협연,한 독주자가 다른 독주자나 악단 따위와 함께 한 악곡을 연주함. 또는 그,1,2,1→2,3.28,협연,zipf 3.28 — 보통,
협찬,힘을 합하여 도움,1,2,1→2,3.62,협찬,zipf 3.62 — 보통,
호기심,새롭고 신기한 것에 끌리는 마음,1,2,1→2,3.94,호기심,zipf 3.94 — 보통,
호응,"부름에 응답한다는 뜻으로, 부름이나 호소 따위에 대답하거나 응함",1,2,1→2,3.86,호응,zipf 3.86 — 보통,
호황,경기(景氣)가 좋음. 또는 그런 상황,1,2,1→2,3.06,호황,zipf 3.06 — 보통,
혼동,구별하지 못하고 뒤섞어서 생각함,1,2,1→2,3.73,혼동,zipf 3.73 — 보통,
화합,화목하게 어울림.,1,2,1→2,3.72,화합,zipf 3.72 — 보통,
화해,다툼질을 그치고 안 좋은 감정을 풀어 없앰,1,2,1→2,4.14,화해,zipf 4.14 — 보통,
확립,"견해, 조직 따위가 굳게 섬. 또는 그렇게 함",1,2,1→2,4.00,확립,zipf 4.00 — 보통,
확보,확실하게 잡거나 가짐,2,1,2→1,4.68,확보,zipf 4.68 — 익숙,
확장,"범위, 규모, 세력 따위를 늘려서 넓힘",2,1,2→1,4.75,확장,zipf 4.75 — 익숙,
확정,확실하게 정함,2,1,2→1,4.67,확정,zipf 4.67 — 익숙,
환기,"주의나 여론, 생각 따위를 불러일으킴",1,2,1→2,3.63,환기,zipf 3.63 — 보통,
환담,정답게 주고받는 이야기,2,3,2→3,0.00,환담,빈도표에 없음 → 매우 드묾,
환산,어떤 단위나 척도로 된 것을 다른 단위나 척도로 고쳐서 헤아림,1,2,1→2,3.54,환산,zipf 3.54 — 보통,
환원,복잡한 사물이나 현상을 더 근본적이고 단순한 요소로 되돌려 설명함,3,2,3→2,3.69,환원,zipf 3.69 — 보통,
활성,물질이 에너지나 빛 따위에 의하여 활동이 활발하여지며 반응 속도가 빨라지,1,2,1→2,4.45,활성,zipf 4.45 — 보통,
황폐,"집, 토지, 삼림 따위가 거칠어져 못 쓰게 됨",1,2,1→2,3.57,황폐,zipf 3.57 — 보통,
회귀,한 바퀴 돌아 제자리로 돌아오거나 돌아감,1,2,1→2,3.63,회귀,zipf 3.63 — 보통,
회상,지난 일을 돌이켜 생각함. 또는 그런 생각,1,2,1→2,3.83,회상,zipf 3.83 — 보통,
회의감,어떤 일에 확신을 갖지 못하고 의심스럽게 여기는 느낌,2,3,2→3,0.00,회의감,빈도표에 없음 → 매우 드묾,
획득,얻어 내거나 얻어 가짐,1,2,1→2,4.49,획득,zipf 4.49 — 보통,
효용,보람 있게 쓰거나 쓰임. 또는 그런 보람이나 쓸모,1,2,1→2,3.49,효용,zipf 3.49 — 보통,
훼손,헐거나 깨뜨려 못 쓰게 만듦,1,2,1→2,4.04,훼손,zipf 4.04 — 보통,
휴식,하던 일을 멈추고 잠깐 쉼,1,2,1→2,4.25,휴식,zipf 4.25 — 보통,
흠모,기쁜 마음으로 공경하며 사모함,3,2,3→2,3.03,흠모,zipf 3.03 — 보통,
희롱,말이나 행동으로 실없이 놀림,1,2,1→2,3.11,희롱,zipf 3.11 — 보통,
가급적,"(주로 ‘가급적이면’, ‘가급적으로’ 꼴로 쓰여) 할 수 있는 것. 또는",2,2,,3.46,가급적,zipf 3.46 — 보통,
가끔,시간적·공간적 간격이 얼마쯤씩 있게.,1,1,,4.92,가끔,zipf 4.92 — 익숙,
가동률,설비나 기계가 실제로 작동하는 비율,2,2,,4.21,가동+률,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(가동+률),
가량,어림잡아 그 정도.,2,2,,4.26,가량,zipf 4.26 — 보통,
가설,"전깃줄, 전화선, 다리 등의 시설을 설치함",2,2,,3.90,가설,zipf 3.90 — 보통,
가시적,눈으로 볼 수 있는. 또는 그런 것,2,2,,4.33,가시+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(가시+적),
가시화,현상이 실제로 일어남 또는 눈에 보이게 됨,2,2,,4.32,가시+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(가시+화),
가식,외면을 그럴듯하게 꾸민 거짓된 태도나 행동,2,2,,3.39,가식,zipf 3.39 — 보통,
가정,사실이 아니거나 또는 사실인지 아닌지 분명하지 않은 것을 임시로 인정함,1,1,,4.83,가정,zipf 4.83 — 익숙,
각인,머릿속이나 마음에 깊이 새겨져 지워지지 않음,2,2,,3.76,각인,zipf 3.76 — 보통,
간명하다,간단하고 분명하다,2,2,,0.00,간명+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(간명+하+다),
갈망,간절히 바람,2,2,,3.66,갈망,zipf 3.66 — 보통,
감동,크게 느끼어 마음이 움직임,1,1,,4.63,감동,zipf 4.63 — 익숙,
감사,"고마움을 나타내는 인사, 고맙게 여김",1,1,,5.52,감사,zipf 5.52 — 익숙,
감안,여러 사정을 참고하여 생각함.,2,2,,3.87,감안,zipf 3.87 — 보통,
강세,시세나 주가 따위가 오를 기세,2,2,,3.55,강세,zipf 3.55 — 보통,
강제,권력이나 위력(威力)으로 남의 자유의사를 억눌러 원하지 않는 일을 억지로,1,1,,4.72,강제,zipf 4.72 — 익숙,
강조,어떤 부분을 특히 두드러지게 함,1,1,,4.58,강조,zipf 4.58 — 익숙,
개방적,태도나 생각 따위가 거리낌 없고 열려 있는. 또는 그런 것,2,2,,4.33,개방+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(개방+적),
개별성,전체나 보편적인 것과 구별되는 개개인의 고유한 특성,1,1,,4.28,개별+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(개별+성),
개연성,어떤 일이 실제로 일어날 수 있는 가능성이나 유력한 정도,2,2,,3.37,개연+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(개연+성),
개혁,제도나 기구 따위를 새롭게 뜯어고침.,1,1,,4.75,개혁,zipf 4.75 — 익숙,
객관화,주관에서 벗어나 있는 그대로의 모습을 드러냄,3,3,,0.00,객관화,빈도표에 없음 → 매우 드묾,
객체화,주체적인 존재를 스스로 생각하고 움직이지 못하는 하나의 대상으로 취급함,3,3,,3.93,객체+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(객체+화),
갱신,이미 있던 것을 새것으로 바꾸거나 유효 기간을 늘림.,2,2,,4.04,갱신,zipf 4.04 — 보통,
거시적,작은 부분에 얽매이지 않고 전체를 넓게 보는 것,3,3,,3.65,거시+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(거시+적),
거점,활동의 근거가 되는 중심지,2,2,,4.03,거점,zipf 4.03 — 보통,
건립안,건물이나 시설 따위를 세우는 것에 관한 안건,2,2,,4.24,건립+안,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(건립+안),
건전성,사물이나 상태가 탈이 없이 건강하고 올바른 성질,2,2,,4.16,건전+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(건전+성),
걸출하다,남보다 훨씬 뛰어나다,2,2,,0.00,걸출+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(걸출+하+다),
겨냥,어떤 대상을 목표로 삼음,2,2,,3.71,겨냥,zipf 3.71 — 보통,
격분,몹시 분하고 노여운 감정이 북받쳐 오름,2,2,,3.03,격분,zipf 3.03 — 보통,
격앙,기운이나 감정 따위가 격렬히 일어나 높아짐,3,3,,0.00,격앙,빈도표에 없음 → 매우 드묾,
견디다,어려운 상황에 굴복하지 않고 참고 배겨 내다,1,1,,4.08,견디+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(견디+다),
결과,어떤 원인으로 결말이 생김,1,1,,5.42,결과,zipf 5.42 — 익숙,
결연하다,마음가짐이나 행동에 있어 태도가 움직일 수 없을 만큼 확고하다,3,3,,3.14,결연+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(결연+하+다),
결집,흩어져 있던 힘이나 뜻을 한데 모음,2,2,,3.43,결집,zipf 3.43 — 보통,
결합,둘 이상의 사물이나 사람이 서로 관계를 맺어 하나가 됨,1,1,,4.58,결합,zipf 4.58 — 익숙,
겸양,남을 존중하고 자기를 낮추어 사양하는 성품,3,3,,0.00,겸양,빈도표에 없음 → 매우 드묾,
겸연쩍다,쑥스럽거나 미안하여 어색하다,2,2,,0.00,겸연쩍+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(겸연쩍+다),
경계령,경계할 것을 명령하거나 알리는 일,2,2,,4.02,경계+령,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(경계+령),
경멸,깔보아 업신여김,2,2,,3.68,경멸,zipf 3.68 — 보통,
경악,소스라치게 깜짝 놀람,2,2,,3.55,경악,zipf 3.55 — 보통,
경이,놀랍고 신기하게 여김. 또는 놀랍고 신기한 일,2,2,,3.82,경이,zipf 3.82 — 보통,
경합,서로 맞서 겨룸,2,2,,3.38,경합,zipf 3.38 — 보통,
경험,자신이 실제로 해 보거나 겪어 봄,1,1,,4.90,경험,zipf 4.90 — 익숙,
계기,어떤 일이 일어나거나 변화하도록 만드는 결정적인 원인이나 기회,1,1,,4.65,계기,zipf 4.65 — 익숙,
계통,일정한 원리에 의해 서로 연결되어 있는 짜임이나 조직,2,2,,3.79,계통,zipf 3.79 — 보통,
계획,앞으로 할 일의 절차나 방법을 미리 헤아려 정함,1,1,,5.43,계획,zipf 5.43 — 익숙,
고귀하다,훌륭하고 귀중하다,2,2,,3.61,고귀+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(고귀+하+다),
고독,세상에 홀로 떨어져 있는 듯한 외롭고 쓸쓸한 마음의 상태,2,2,,3.83,고독,zipf 3.83 — 보통,
고등,"(주로 명사 앞에 쓰여) 등급이나 수준, 정도 따위가 높음. 또는 그런 ",1,1,,5.02,고등,zipf 5.02 — 익숙,
고려,생각하고 헤아려 봄,1,1,,5.00,고려,zipf 5.00 — 익숙,
고루하다,낡은 관념이나 습관에 젖어 고집이 세고 새로운 것을 잘 받아들이지 아니하,3,3,,3.36,고루+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(고루+하+다),
고민,마음속으로 괴로워하고 애를 태움,1,1,,4.92,고민,zipf 4.92 — 익숙,
고정관념,마음속에 깊이 박혀 잘 변하지 않는 굳어버린 생각,2,2,,3.91,고정+관념,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(고정+관념),
공감대,서로의 생각이나 감정에 깊이 공감하고 공유하는 영역,2,2,,3.25,공감대,zipf 3.25 — 보통,
공공,국가나 사회의 구성원에게 두루 관계되는 것,1,1,,4.60,공공,zipf 4.60 — 익숙,
공로,공을 들여 이룬 노고나 업적.,2,2,,3.82,공로,zipf 3.82 — 보통,
공리성,실제적으로 유용하거나 큰 이익을 가져다주는 성질,3,3,,0.00,공리성,빈도표에 없음 → 매우 드묾,
공모전,작품이나 아이디어를 공개적으로 모집하여 심사하는 대회,2,2,,3.77,공모전,zipf 3.77 — 보통,
공약,공적으로 내건 약속,2,2,,4.39,공약,zipf 4.39 — 보통,
공존,서로 다른 성질이나 존재들이 한 공간이나 시대에 함께 존재함,2,2,,3.82,공존,zipf 3.82 — 보통,
공허,아무것도 없이 텅 빔. 또는 실속이 없이 헛됨,2,2,,3.75,공허,zipf 3.75 — 보통,
과도기,새로운 상태로 옮아가는 도중의 시기,2,2,,3.16,과도기,zipf 3.16 — 보통,
관성,해 오던 방식을 바꾸지 않고 그대로 이어 나가려는 태도나 성질,2,2,,3.32,관성,zipf 3.32 — 보통,
관습적,관습에 따른. 또는 그런 것,2,2,,3.76,관습+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(관습+적),
관심,어떤 것에 마음이 끌려 주의를 기울임,1,1,,5.19,관심,zipf 5.19 — 익숙,
관용,타인의 잘못이나 나와 다른 점을 너그럽게 받아들이고 용서함,2,2,,3.59,관용,zipf 3.59 — 보통,
관찰,사물이나 현상을 주의하여 자세히 살펴봄,1,1,,4.50,관찰,zipf 4.50 — 익숙,
광고,상품이나 서비스를 세상에 널리 알림,1,1,,5.08,광고,zipf 5.08 — 익숙,
구경,흥미나 관심을 가지고 봄,1,1,,4.58,구경,zipf 4.58 — 익숙,
구속,행동이나 의사의 자유를 제한하거나 속박함,1,1,,4.64,구속,zipf 4.64 — 익숙,
구체화,막연한 것이 실제적인 형태를 갖게 됨,3,3,,4.46,구체+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(구체+화),
구축,어떤 시설물을 쌓아 올려 만듦,1,1,,4.63,구축,zipf 4.63 — 익숙,
권리,어떤 일을 행하거나 타인에 대하여 당연히 요구할 수 있는 힘이나 자격,1,1,,4.81,권리,zipf 4.81 — 익숙,
권태,어떤 일이나 상태에 시들해져서 생기는 게으름이나 싫증,3,3,,0.00,권태,빈도표에 없음 → 매우 드묾,
귀납,개별적인 특수한 사실이나 원리로부터 일반적이고 보편적인 명제 및 법칙을 ,3,3,,0.00,귀납,빈도표에 없음 → 매우 드묾,
귀납적,구체적인 사례들로부터 일반적인 원리를 이끌어냄,3,3,,0.00,귀납+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(귀납+적),
규범,사회의 구성원으로서 마땅히 따르고 지켜야 할 원칙이나 규칙,2,2,,3.84,규범,zipf 3.84 — 보통,
규제,규칙을 세워 제한함,2,2,,4.31,규제,zipf 4.31 — 보통,
규칙,여러 사람이 다 같이 지키기로 정한 법칙,1,1,,4.81,규칙,zipf 4.81 — 익숙,
극단적,길이나 일의 진행이 끝까지 미쳐 더 나아갈 데가 없는. 또는 그런 것,2,2,,4.24,극단+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(극단+적),
극대화,아주 커짐. 또는 아주 크게 함,2,2,,3.89,극대+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(극대+화),
극복,앞길을 가로막는 시련이나 어려움을 단단한 의지로 이겨 냄,2,2,,4.34,극복,zipf 4.34 — 보통,
근대성,이성과 과학적 합리성을 특징으로 하는 근대 사회의 본질적 특성,3,3,,4.32,근대+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(근대+성),
금욕주의,도덕적/종교적 완성을 위해 육체적 욕망을 엄격하게 제한하려는 태도,3,3,,0.00,금욕주의,빈도표에 없음 → 매우 드묾,
기대,어떤 일이 이루어지기를 바라고 기다림,1,1,,5.21,기대,zipf 5.21 — 익숙,
기르다,"습관 따위를 몸에 익게 하다, 보살펴 자라게 하다",1,1,,4.10,기르+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(기르+다),
기부,남을 돕기 위하여 돈이나 물건을 대가 없이 내놓음,1,1,,4.52,기부,zipf 4.52 — 익숙,
기성세대,현재 사회를 이끌어 가는 나이가 든 세대,2,2,,3.83,기성+세대,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(기성+세대),
기억,지난 일을 잊지 않고 마음속에 간직함,1,1,,5.33,기억,zipf 5.33 — 익숙,
기호,"어떠한 뜻을 나타내기 위해 사용하는 문자, 마크, 신호",2,2,,4.10,기호,zipf 4.10 — 보통,
기회,어떠한 일을 하기에 알맞은 시기나 경우,1,1,,5.16,기회,zipf 5.16 — 익숙,
기획,일을 꾀하여 계획함,1,1,,4.93,기획,zipf 4.93 — 익숙,
긴장,마음을 조이고 정신을 바짝 차림,1,1,,4.54,긴장,zipf 4.54 — 익숙,
꼼꼼하다,빈틈이 없이 차분하고 조심스럽다,1,1,,3.59,꼼꼼+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(꼼꼼+하+다),
나누다,즐거움이나 물건 따위를 함께하다,1,1,,4.70,나누+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(나누+다),
낙담,바라던 일이 뜻대로 되지 않아 마음이 몹시 상함,2,2,,3.16,낙담,zipf 3.16 — 보통,
난해하다,뜻을 이해하기 어렵다,2,2,,3.32,난해+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(난해+하+다),
내면화,"사회적 가치, 도덕적 규범, 타인의 기대 등을 받아들여 자기 것으로 만듦",2,2,,4.15,내면+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(내면+화),
냉담하다,태도나 마음씨가 동정심 없이 차갑다,2,2,,3.13,냉담+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(냉담+하+다),
냉소,쌀쌀한 태도로 업신여기어 비웃음. 또는 그런 웃음,2,2,,3.32,냉소,zipf 3.32 — 보통,
너그럽다,마음이 넓고 아량이 있다,1,1,,3.01,너그럽+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(너그럽+다),
노골적,숨김없이 모두를 있는 그대로 드러내는. 또는 그런 것,2,2,,3.67,노골+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(노골+적),
노력,목적을 이루기 위하여 몸과 마음을 다하여 애를 씀,1,1,,5.14,노력,zipf 5.14 — 익숙,
논거,주장이나 이론의 밑바탕이 되는 근거,3,3,,0.00,논거,빈도표에 없음 → 매우 드묾,
농후하다,"맛, 빛깔, 성분 따위가 매우 짙다",2,2,,0.00,농후+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(농후+하+다),
높다,아래에서 위까지의 길이가 길다,1,1,,5.32,높+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(높+다),
뉘우치다,스스로 제 잘못을 깨닫고 마음속으로 가책을 느끼다,1,1,,0.00,뉘우치+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(뉘우치+다),
다각적,여러 방향이나 관점에 걸친 것,3,3,,3.01,다각+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(다각+적),
다변화,모양이나 방법이 많아지거나 다양해짐,3,3,,5.04,다+변화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(다+변화),
다원성,사물이나 현상이 여러 가지 다양한 근원이나 형태를 지니고 있는 성질,2,2,,3.50,다원+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(다원+성),
다원적,사물을 형성하는 근원이 많은. 또는 그런 것,2,2,,3.50,다원+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(다원+적),
다투다,의견이나 이해가 달라 서로 따지며 싸우다,1,1,,3.88,다투+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(다투+다),
단독성,다른 어떤 것과도 대체될 수 없는 고유하고 절대적인 개별적 성질,3,3,,4.63,단독+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(단독+성),
단위,"길이, 무게, 수효, 시간 따위의 수량을 수치로 나타낼 때 기초가 되는 ",1,1,,4.62,단위,zipf 4.62 — 익숙,
단절,관계나 유대가 완전히 끊어져 막힘,2,2,,3.86,단절,zipf 3.86 — 보통,
달성,목적한 것을 이룸,1,1,,4.79,달성,zipf 4.79 — 익숙,
담담하다,차분하고 평온하다,2,2,,3.38,담담+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(담담+하+다),
답답하다,숨이 막힐 듯이 갑갑하다,1,1,,4.20,답답+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(답답+하+다),
당국,어떤 일을 직접 맡아 처리하는 관청이나 부서,2,2,,4.29,당국,zipf 4.29 — 보통,
당위성,마땅히 그래야만 하는 성질,3,3,,3.16,당위+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(당위+성),
당착,앞뒤가 맞지 않고 모순되어 서로 충돌함,3,3,,0.00,당착,빈도표에 없음 → 매우 드묾,
대안,대신할 만한 안,2,2,,4.17,대안,zipf 4.17 — 보통,
대자적,스스로를 객관적으로 반성하고 자각하는 주체적 존재의 상태,3,3,,3.12,대자+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(대자+적),
대주주,주식을 많이 가지고 있는 주주,2,2,,3.34,대주주,zipf 3.34 — 보통,
대중,수많은 사람의 무리,1,1,,4.78,대중,zipf 4.78 — 익숙,
대체로,일반적으로 보아 거의 다,2,2,,4.15,대체로,zipf 4.15 — 보통,
대칭성,사물의 각 부분이 균형을 이루며 서로 마주 보고 조화를 이루는 성질,3,3,,3.49,대칭+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(대칭+성),
대화,마주 대하여 이야기를 주고받음,1,1,,5.13,대화,zipf 5.13 — 익숙,
더욱,정도나 수준 따위가 한층 심하거나 높게.,1,1,,4.80,더욱,zipf 4.80 — 익숙,
도구화,인간이나 가치 있는 대상을 그 자체의 목적이 아닌 단지 수단이나 도구로 ,3,3,,4.51,도구+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(도구+화),
도덕률,양심과 이성에 기초하여 마땅히 지켜야 할 숭고한 행위 규범,3,3,,4.22,도덕+률,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(도덕+률),
도래,어떤 시기나 기회가 닥쳐옴,2,2,,3.67,도래,zipf 3.67 — 보통,
도식화,복잡한 구조를 알기 쉽게 그림이나 표로 나타냄,3,3,,0.00,도식화,빈도표에 없음 → 매우 드묾,
도입,"기술, 방법, 물자 따위를 끌어 들임",1,1,,4.85,도입,zipf 4.85 — 익숙,
도전,"정면으로 맞서 싸움을 걺, 어려운 일에 나섬",1,1,,4.61,도전,zipf 4.61 — 익숙,
도출,생각이나 결론을 이끌어 냄,2,2,,3.61,도출,zipf 3.61 — 보통,
도태,여럿 중에서 쓸모없거나 부적당한 것을 줄이거나 가려내어 없앰,2,2,,3.35,도태,zipf 3.35 — 보통,
도피,어떤 곳에서 몰래 빠져나와 숨음,2,2,,3.69,도피,zipf 3.69 — 보통,
독선적,자기 혼자만이 옳다고 믿고 행동하는 성향을 가진. 또는 그런 것,2,2,,0.00,독선+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(독선+적),
독점적,물건이나 자리 따위를 독차지하는. 또는 그런 것,2,2,,4.16,독점+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(독점+적),
돌출되다,예기치 못하게 갑자기 쑥 나오거나 불거지다,2,2,,3.73,돌출+되+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(돌출+되+다),
돕다,남이 하는 일이 잘되도록 거들거나 힘을 보태다,1,1,,4.72,돕+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(돕+다),
동경,어떤 것을 간절히 그리워하여 그것만을 생각함,2,2,,3.99,동경,zipf 3.99 — 보통,
동기,어떤 일이나 행동을 일으키게 하는 계기,1,1,,4.51,동기,zipf 4.51 — 익숙,
동요,생각이나 처지가 확고하지 못하고 흔들림,2,2,,3.79,동요,zipf 3.79 — 보통,
동질성,성질이나 본질이 서로 같아 통하는 상태,2,2,,3.28,동질+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(동질+성),
동화,서로 다른 성질이나 집단이 시간이 흐르면서 점차 서로 닮아가거나 같아짐,2,2,,4.30,동화,zipf 4.30 — 보통,
두렵다,어떤 대상이 무서워 마음이 불안하다,1,1,,3.92,두렵+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(두렵+다),
